0.0036619261	0.016410975	-0.008367483	-0.019578798	0.06085497	0.09173986	-0.009601108	-0.02541704	-0.009028415	0.021143097	0.09161376	0.020554714	-0.06816739	0.067333505	-0.03802249	0.06720164
-0.015840488	-0.04586099	0.071689285	0.052956324	0.1000644	0.011288141	0.027321769	-0.0077288505	-0.14069116	-0.0988692	-0.0044650687	0.111390695	-0.03230344	0.0023389566	-0.011558689	0.15808693
-0.053521354	0.037520193	-0.004524044	-0.07627346	0.030112058	0.038712904	-0.13110635	0.07437098	0.05666554	0.088769965	0.055356532	-0.01244069	0.08365006	-0.05562838	-0.058871754	0.065493576
0.037794713	-0.013674625	-0.016645748	0.038672216	0.054050937	0.012272567	-0.00020070995	-0.00050010823	-0.017425021	-0.047604706	-0.058005545	0.0068709278	-0.04324346	-0.0140000945	0.05229683	0.024012001
0.0641438	-0.000699159	-0.07883898	0.0020930907	0.026072273	0.06671445	-0.0066334284	-0.021234464	0.0061431886	-0.07428719	0.043829903	0.02958007	-0.110378385	0.015706038	0.08711151	-0.015032941
0.10463749	-0.085743204	0.05156646	-0.125312	-0.0693246	0.08667979	-0.026297709	0.18232156	0.056240775	0.07084205	-0.08254311	0.003378747	0.06014621	-0.006766412	-0.14493343	0.012011808
-0.09411205	0.06531776	0.07299679	-0.016284784	0.08738655	0.02891329	-0.06379118	0.033704266	-0.04194729	-0.07132834	0.035512786	0.06238034	0.10062808	0.07200381	-0.047982603	-0.027456824
-0.0037267783	0.00966068	-0.02046813	-0.02574633	-0.054066777	-0.02194718	-0.018048298	0.027885748	-0.029919311	-0.069828875	0.0033309846	-0.01000408	0.015282794	0.056062702	-0.060652744	-0.0276661
0.12586959	-0.06198556	-0.08668615	-0.13753648	-0.12994458	0.06352603	-0.049335532	0.075815514	0.049953584	0.111798	0.028455215	0.06046945	-0.01555081	0.025664173	-0.0039741155	-0.08015816
0.012986086	0.02796581	0.051926743	-0.05646036	0.025604563	0.011513099	0.06553421	0.11244554	-0.0695455	0.062619075	-0.093056	0.028778518	-0.10600293	0.051943447	-0.08669599	0.040589977
-0.029606638	0.11209024	0.052267343	0.059680108	-0.019269988	-0.024390353	0.017718796	-0.060200695	0.0042839553	0.12109894	0.061727956	0.07112227	0.05590886	-0.0005542516	-0.10912308	0.11692591
0.00031664057	0.09520506	-0.005387953	-0.08631753	-0.053764716	-0.028709503	-0.04414389	-0.026910102	0.038669515	0.058532476	0.028360281	0.052682724	0.018747909	-0.06094669	-0.0061997697	-0.05690257
-0.043154184	-0.09351794	-0.09434414	-0.004762346	-0.050383843	0.055088684	0.0393009	-0.09733745	0.084239945	0.08101116	0.038482253	-0.036807537	0.009486434	-0.08209594	0.05176826	-0.059460368
0.04382484	0.057104405	0.09865199	0.04488512	0.06059168	0.08172097	-0.08548954	-0.02012617	-0.027646359	-0.017863363	-0.0026100522	-0.024001969	0.002532657	0.05286928	0.0124340225	0.09479379
-0.08944318	-0.048584994	-0.018894548	0.03608131	0.094864964	0.008586753	0.026573656	-0.055394813	-0.14812078	-0.06461966	-0.011272089	-0.06386499	0.03033159	0.1210792	0.039610405	0.05315665
0.006051227	-0.008086159	0.010484647	0.0597539	0.06283887	-0.05781536	-0.00896713	0.0019815392	-0.06591824	-0.055088535	0.06014276	0.077123225	-0.08342017	-0.02494448	0.08739294	-0.015615324
